2026-09-02 23:28:40.551 INFO: ===========VERIFYING SETTINGS===========
2026-09-02 23:28:40.551 INFO: Stage Two is activated as start_stage_two was defined
2026-09-02 23:28:40.551 WARNING: start_stage_two must be less than max_num_epochs, got 501 > 500
2026-09-02 23:28:40.551 WARNING: Stage Two will not start, as start_stage_two > max_num_epochs
2026-09-02 23:28:40.551 INFO: MACE version: 0.3.16
2026-09-02 23:28:40.625 INFO: CUDA version: 12.6, CUDA device: 0
2026-09-02 23:28:40.677 INFO: ===========LOADING INPUT DATA===========
2026-09-02 23:28:40.677 INFO: Using heads: ['Default']
2026-09-02 23:28:40.677 INFO: Using the key specifications to parse data:
2026-09-02 23:28:40.677 INFO: Default: KeySpecification(info_keys={'energy': 'TotEnergy', 'stress': 'REF_stress', 'virials': 'REF_virials', 'dipole': 'dipole', 'head': 'head', 'elec_temp': 'elec_temp', 'total_charge': 'total_charge', 'polarizability': 'polarizability', 'total_spin': 'total_spin'}, arrays_keys={'forces': 'force', 'charges': 'REF_charges'})
2026-09-02 23:28:40.677 INFO: =============    Processing head Default     ===========
2026-09-02 23:28:40.810 INFO: Training set 1/1 [energy: 206, stress: 0, virials: 0, dipole components: 0, head: 206, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 206, charges: 0]
2026-09-02 23:28:40.812 INFO: Total Training set [energy: 206, stress: 0, virials: 0, dipole components: 0, head: 206, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 206, charges: 0]
2026-09-02 23:28:40.832 INFO: Validation set 1/1 [energy: 11, stress: 0, virials: 0, dipole components: 0, head: 11, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 11, charges: 0]
2026-09-02 23:28:40.832 INFO: Total Validation set [energy: 11, stress: 0, virials: 0, dipole components: 0, head: 11, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 11, charges: 0]
2026-09-02 23:28:40.832 INFO: Total number of configurations: train=206, valid=11, tests=[],
2026-09-02 23:28:40.832 INFO: Using atomic numbers from command line argument
2026-09-02 23:28:40.832 INFO: Atomic Numbers used: [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 26, 29, 30, 35, 53]
2026-09-02 23:28:40.832 INFO: Isolated Atomic Energies (E0s) not in training file, using command line argument
2026-09-02 23:28:40.833 INFO: Atomic Energies used (z: eV) for head Default: {1: -13.44479871561175, 2: -78.82026497397555, 3: -203.32889490923526, 4: -398.9476678874043, 5: -670.7505467717353, 6: -1029.852812546429, 7: -1485.5394904484108, 8: -2042.975987335815, 9: -2714.2417581011205, 10: -3508.7436184608446, 11: -4415.242408190776, 12: -5443.898798172279, 13: -6594.619151072571, 14: -7873.684872727564, 15: -9285.660884444838, 16: -10832.622086200296, 17: -12520.671203385575, 18: -14354.28030489181, 19: -16323.546294804388, 20: -18436.482948520596, 26: -34384.00563450578, 29: -44637.392129868334, 30: -48417.153705836645, 35: -70041.25095534947, 53: -8099.879137037657}
2026-09-02 23:28:40.833 INFO: Processing datasets for head 'Default'
2026-09-02 23:28:41.004 INFO: Combining 1 list datasets for head 'Default'
2026-09-02 23:28:41.013 INFO: Combining 1 list datasets for head 'Default_valid'
2026-09-02 23:28:41.014 INFO: Combined validation datasets for Default
2026-09-02 23:28:41.014 INFO: Head 'Default' training dataset size: 206
2026-09-02 23:28:41.014 INFO: Computing average number of neighbors
2026-09-02 23:28:41.296 INFO: Average number of neighbors: 21.37837791442871
2026-09-02 23:28:41.297 INFO: During training the following quantities will be reported: energy, forces
2026-09-02 23:28:41.297 INFO: ===========MODEL DETAILS===========
2026-09-02 23:28:41.440 INFO: Building model
2026-09-02 23:28:41.440 INFO: Message passing with 32 channels and max_L=0 (32x0e)
2026-09-02 23:28:41.441 INFO: 2 layers, each with correlation order: 3 (body order: 4) and spherical harmonics up to: l=3
2026-09-02 23:28:41.441 INFO: 8 radial and 5 basis functions
2026-09-02 23:28:41.441 INFO: Radial cutoff: 5.0 A (total receptive field for each atom: 10.0 A)
2026-09-02 23:28:41.441 INFO: Distance transform for radial basis functions: None
2026-09-02 23:28:41.441 INFO: Hidden irreps: 32x0e
2026-09-02 23:28:42.440 INFO: ===========OPTIMIZER INFORMATION===========
2026-09-02 23:28:42.440 INFO: Using ADAM as parameter optimizer
2026-09-02 23:28:42.440 INFO: Batch size: 4
2026-09-02 23:28:42.440 INFO: Using Exponential Moving Average with decay: 0.99
2026-09-02 23:28:42.440 INFO: Number of gradient updates: 25750
2026-09-02 23:28:42.440 INFO: Learning rate: 0.01, weight decay: 1e-06
2026-09-02 23:28:42.440 INFO: WeightedEnergyForcesLoss(energy_weight=1.000, forces_weight=100.000)
2026-09-02 23:28:42.441 INFO: === Layer's learning rates ===
2026-09-02 23:28:42.441 INFO: Param group 0: lr = 0.01
2026-09-02 23:28:42.441 INFO: Param group 1: lr = 0.01
2026-09-02 23:28:42.441 INFO: Param group 2: lr = 0.01
2026-09-02 23:28:42.441 INFO: Param group 3: lr = 0.01
2026-09-02 23:28:42.441 INFO: Param group 4: lr = 0.01
2026-09-02 23:28:42.442 INFO: Using gradient clipping with tolerance=10.000
2026-09-02 23:28:42.442 INFO: 
2026-09-02 23:28:42.442 INFO: ===========TRAINING===========
2026-09-02 23:28:42.442 INFO: Started training, reporting errors on validation set
2026-09-02 23:28:42.442 INFO: Loss metrics on validation set
2026-09-02 23:28:43.483 INFO: Initial: head: Default, loss=2.58452797, RMSE_E_per_atom= 5004.23 meV, RMSE_F=  184.05 meV / A
2026-09-02 23:33:53.794 INFO: Epoch 108: head: Default, loss=0.00634477, RMSE_E_per_atom=    3.82 meV, RMSE_F=   26.42 meV / A
2026-09-02 23:33:56.584 INFO: Epoch 109: head: Default, loss=0.00629613, RMSE_E_per_atom=    1.67 meV, RMSE_F=   26.32 meV / A
2026-09-02 23:33:59.359 INFO: Epoch 110: head: Default, loss=0.00629551, RMSE_E_per_atom=    2.21 meV, RMSE_F=   26.31 meV / A
2026-09-02 23:34:02.141 INFO: Epoch 111: head: Default, loss=0.00618649, RMSE_E_per_atom=    2.44 meV, RMSE_F=   26.09 meV / A
2026-09-02 23:34:04.920 INFO: Epoch 112: head: Default, loss=0.00612186, RMSE_E_per_atom=    2.63 meV, RMSE_F=   25.95 meV / A
2026-09-02 23:34:07.703 INFO: Epoch 113: head: Default, loss=0.00603915, RMSE_E_per_atom=    1.62 meV, RMSE_F=   25.77 meV / A
2026-09-02 23:34:10.479 INFO: Epoch 114: head: Default, loss=0.00589076, RMSE_E_per_atom=    1.94 meV, RMSE_F=   25.45 meV / A
2026-09-02 23:34:13.262 INFO: Epoch 115: head: Default, loss=0.00590688, RMSE_E_per_atom=    1.44 meV, RMSE_F=   25.49 meV / A
2026-09-02 23:34:16.023 INFO: Epoch 116: head: Default, loss=0.00578050, RMSE_E_per_atom=    1.97 meV, RMSE_F=   25.22 meV / A
2026-09-02 23:34:18.804 INFO: Epoch 117: head: Default, loss=0.00568106, RMSE_E_per_atom=    3.04 meV, RMSE_F=   25.00 meV / A
2026-09-02 23:34:21.585 INFO: Epoch 118: head: Default, loss=0.00574753, RMSE_E_per_atom=    2.56 meV, RMSE_F=   25.14 meV / A
2026-09-02 23:34:24.350 INFO: Epoch 119: head: Default, loss=0.00579544, RMSE_E_per_atom=    2.36 meV, RMSE_F=   25.25 meV / A
2026-09-02 23:34:27.108 INFO: Epoch 120: head: Default, loss=0.00568687, RMSE_E_per_atom=    2.19 meV, RMSE_F=   25.01 meV / A
2026-09-02 23:34:29.867 INFO: Epoch 121: head: Default, loss=0.00559353, RMSE_E_per_atom=    4.14 meV, RMSE_F=   24.80 meV / A
2026-09-02 23:34:32.647 INFO: Epoch 122: head: Default, loss=0.00561720, RMSE_E_per_atom=    1.69 meV, RMSE_F=   24.86 meV / A
2026-09-02 23:34:35.406 INFO: Epoch 123: head: Default, loss=0.00556518, RMSE_E_per_atom=    1.29 meV, RMSE_F=   24.74 meV / A
2026-09-02 23:34:38.186 INFO: Epoch 124: head: Default, loss=0.00541650, RMSE_E_per_atom=    1.97 meV, RMSE_F=   24.41 meV / A
2026-09-02 23:34:40.965 INFO: Epoch 125: head: Default, loss=0.00531823, RMSE_E_per_atom=    1.11 meV, RMSE_F=   24.19 meV / A
2026-09-02 23:34:43.745 INFO: Epoch 126: head: Default, loss=0.00521461, RMSE_E_per_atom=    1.36 meV, RMSE_F=   23.95 meV / A
2026-09-02 23:34:46.514 INFO: Epoch 127: head: Default, loss=0.00515322, RMSE_E_per_atom=    1.87 meV, RMSE_F=   23.81 meV / A
2026-09-02 23:34:49.287 INFO: Epoch 128: head: Default, loss=0.00509462, RMSE_E_per_atom=    1.11 meV, RMSE_F=   23.67 meV / A
2026-09-02 23:34:52.106 INFO: Epoch 129: head: Default, loss=0.00509314, RMSE_E_per_atom=    1.68 meV, RMSE_F=   23.67 meV / A
2026-09-02 23:34:54.984 INFO: Epoch 130: head: Default, loss=0.00501841, RMSE_E_per_atom=    2.53 meV, RMSE_F=   23.49 meV / A
2026-09-02 23:34:57.861 INFO: Epoch 131: head: Default, loss=0.00497744, RMSE_E_per_atom=    2.39 meV, RMSE_F=   23.40 meV / A
2026-09-02 23:35:00.744 INFO: Epoch 132: head: Default, loss=0.00496426, RMSE_E_per_atom=    2.82 meV, RMSE_F=   23.37 meV / A
2026-09-02 23:35:03.627 INFO: Epoch 133: head: Default, loss=0.00497409, RMSE_E_per_atom=    2.78 meV, RMSE_F=   23.39 meV / A
2026-09-02 23:35:06.466 INFO: Epoch 134: head: Default, loss=0.00501980, RMSE_E_per_atom=    2.70 meV, RMSE_F=   23.50 meV / A
2026-09-02 23:35:09.327 INFO: Epoch 135: head: Default, loss=0.00504409, RMSE_E_per_atom=    1.94 meV, RMSE_F=   23.55 meV / A
2026-09-02 23:35:12.181 INFO: Epoch 136: head: Default, loss=0.00493045, RMSE_E_per_atom=    2.83 meV, RMSE_F=   23.29 meV / A
2026-09-02 23:35:15.059 INFO: Epoch 137: head: Default, loss=0.00491718, RMSE_E_per_atom=    2.71 meV, RMSE_F=   23.26 meV / A
2026-09-02 23:35:17.939 INFO: Epoch 138: head: Default, loss=0.00484187, RMSE_E_per_atom=    4.02 meV, RMSE_F=   23.07 meV / A
2026-09-02 23:35:20.826 INFO: Epoch 139: head: Default, loss=0.00490759, RMSE_E_per_atom=    4.35 meV, RMSE_F=   23.23 meV / A
2026-09-02 23:35:23.689 INFO: Epoch 140: head: Default, loss=0.00489117, RMSE_E_per_atom=    4.45 meV, RMSE_F=   23.19 meV / A
2026-09-02 23:35:26.527 INFO: Epoch 141: head: Default, loss=0.00483015, RMSE_E_per_atom=    2.32 meV, RMSE_F=   23.05 meV / A
2026-09-02 23:35:29.360 INFO: Epoch 142: head: Default, loss=0.00476229, RMSE_E_per_atom=    1.97 meV, RMSE_F=   22.89 meV / A
2026-09-02 23:35:32.196 INFO: Epoch 143: head: Default, loss=0.00464875, RMSE_E_per_atom=    1.39 meV, RMSE_F=   22.61 meV / A
2026-09-02 23:35:35.037 INFO: Epoch 144: head: Default, loss=0.00459095, RMSE_E_per_atom=    1.56 meV, RMSE_F=   22.47 meV / A
2026-09-02 23:35:37.867 INFO: Epoch 145: head: Default, loss=0.00454870, RMSE_E_per_atom=    1.54 meV, RMSE_F=   22.37 meV / A
2026-09-02 23:35:40.702 INFO: Epoch 146: head: Default, loss=0.00445424, RMSE_E_per_atom=    1.31 meV, RMSE_F=   22.13 meV / A
2026-09-02 23:35:43.538 INFO: Epoch 147: head: Default, loss=0.00445085, RMSE_E_per_atom=    1.01 meV, RMSE_F=   22.13 meV / A
2026-09-02 23:35:46.370 INFO: Epoch 148: head: Default, loss=0.00447419, RMSE_E_per_atom=    1.66 meV, RMSE_F=   22.18 meV / A
2026-09-02 23:35:49.191 INFO: Epoch 149: head: Default, loss=0.00440240, RMSE_E_per_atom=    1.42 meV, RMSE_F=   22.01 meV / A
2026-09-02 23:35:52.013 INFO: Epoch 150: head: Default, loss=0.00456343, RMSE_E_per_atom=    1.94 meV, RMSE_F=   22.40 meV / A
2026-09-02 23:35:54.756 INFO: Epoch 151: head: Default, loss=0.00446972, RMSE_E_per_atom=    4.69 meV, RMSE_F=   22.17 meV / A
2026-09-02 23:35:57.503 INFO: Epoch 152: head: Default, loss=0.00446601, RMSE_E_per_atom=    1.94 meV, RMSE_F=   22.16 meV / A
2026-09-02 23:36:00.243 INFO: Epoch 153: head: Default, loss=0.00447006, RMSE_E_per_atom=    3.63 meV, RMSE_F=   22.17 meV / A
2026-09-02 23:36:02.992 INFO: Epoch 154: head: Default, loss=0.00437885, RMSE_E_per_atom=    2.18 meV, RMSE_F=   21.95 meV / A
2026-09-02 23:36:05.752 INFO: Epoch 155: head: Default, loss=0.00433811, RMSE_E_per_atom=    2.23 meV, RMSE_F=   21.84 meV / A
2026-09-02 23:36:08.510 INFO: Epoch 156: head: Default, loss=0.00430527, RMSE_E_per_atom=    1.64 meV, RMSE_F=   21.76 meV / A
2026-09-02 23:36:11.271 INFO: Epoch 157: head: Default, loss=0.00422384, RMSE_E_per_atom=    1.02 meV, RMSE_F=   21.55 meV / A
2026-09-02 23:36:14.042 INFO: Epoch 158: head: Default, loss=0.00436913, RMSE_E_per_atom=    1.74 meV, RMSE_F=   21.92 meV / A
2026-09-02 23:36:16.790 INFO: Epoch 159: head: Default, loss=0.00424149, RMSE_E_per_atom=    1.64 meV, RMSE_F=   21.60 meV / A
2026-09-02 23:36:19.542 INFO: Epoch 160: head: Default, loss=0.00413563, RMSE_E_per_atom=    1.20 meV, RMSE_F=   21.33 meV / A
2026-09-02 23:36:22.309 INFO: Epoch 161: head: Default, loss=0.00413083, RMSE_E_per_atom=    2.35 meV, RMSE_F=   21.32 meV / A
2026-09-02 23:36:25.071 INFO: Epoch 162: head: Default, loss=0.00413066, RMSE_E_per_atom=    1.80 meV, RMSE_F=   21.32 meV / A
2026-09-02 23:36:27.839 INFO: Epoch 163: head: Default, loss=0.00415256, RMSE_E_per_atom=    2.46 meV, RMSE_F=   21.37 meV / A
2026-09-02 23:36:30.590 INFO: Epoch 164: head: Default, loss=0.00408543, RMSE_E_per_atom=    1.44 meV, RMSE_F=   21.20 meV / A
2026-09-02 23:36:33.361 INFO: Epoch 165: head: Default, loss=0.00400831, RMSE_E_per_atom=    2.92 meV, RMSE_F=   21.00 meV / A
2026-09-02 23:36:36.126 INFO: Epoch 166: head: Default, loss=0.00393168, RMSE_E_per_atom=    1.18 meV, RMSE_F=   20.80 meV / A
2026-09-02 23:36:38.898 INFO: Epoch 167: head: Default, loss=0.00395441, RMSE_E_per_atom=    2.44 meV, RMSE_F=   20.85 meV / A
2026-09-02 23:36:41.664 INFO: Epoch 168: head: Default, loss=0.00394603, RMSE_E_per_atom=    1.12 meV, RMSE_F=   20.83 meV / A
2026-09-02 23:36:44.542 INFO: Epoch 169: head: Default, loss=0.00418649, RMSE_E_per_atom=    4.09 meV, RMSE_F=   21.46 meV / A
2026-09-02 23:36:47.425 INFO: Epoch 170: head: Default, loss=0.00475277, RMSE_E_per_atom=    2.60 meV, RMSE_F=   22.86 meV / A
2026-09-02 23:36:50.303 INFO: Epoch 171: head: Default, loss=0.00463709, RMSE_E_per_atom=    1.84 meV, RMSE_F=   22.58 meV / A
2026-09-02 23:36:53.185 INFO: Epoch 172: head: Default, loss=0.00434013, RMSE_E_per_atom=    1.94 meV, RMSE_F=   21.85 meV / A
2026-09-02 23:36:56.060 INFO: Epoch 173: head: Default, loss=0.00417931, RMSE_E_per_atom=    1.47 meV, RMSE_F=   21.44 meV / A
2026-09-02 23:36:58.941 INFO: Epoch 174: head: Default, loss=0.00406063, RMSE_E_per_atom=    2.13 meV, RMSE_F=   21.13 meV / A
2026-09-02 23:37:01.819 INFO: Epoch 175: head: Default, loss=0.00406306, RMSE_E_per_atom=    1.68 meV, RMSE_F=   21.14 meV / A
2026-09-02 23:37:04.696 INFO: Epoch 176: head: Default, loss=0.00422420, RMSE_E_per_atom=    2.60 meV, RMSE_F=   21.55 meV / A
2026-09-02 23:37:07.587 INFO: Epoch 177: head: Default, loss=0.00403547, RMSE_E_per_atom=    1.00 meV, RMSE_F=   21.07 meV / A
2026-09-02 23:37:10.477 INFO: Epoch 178: head: Default, loss=0.00391340, RMSE_E_per_atom=    1.13 meV, RMSE_F=   20.75 meV / A
2026-09-02 23:37:13.382 INFO: Epoch 179: head: Default, loss=0.00387550, RMSE_E_per_atom=    3.22 meV, RMSE_F=   20.64 meV / A
2026-09-02 23:37:16.223 INFO: Epoch 180: head: Default, loss=0.00385904, RMSE_E_per_atom=    1.93 meV, RMSE_F=   20.60 meV / A
2026-09-02 23:37:19.031 INFO: Epoch 181: head: Default, loss=0.00380418, RMSE_E_per_atom=    1.86 meV, RMSE_F=   20.46 meV / A
2026-09-02 23:37:21.835 INFO: Epoch 182: head: Default, loss=0.00374678, RMSE_E_per_atom=    1.38 meV, RMSE_F=   20.30 meV / A
2026-09-02 23:37:24.638 INFO: Epoch 183: head: Default, loss=0.00372634, RMSE_E_per_atom=    1.64 meV, RMSE_F=   20.25 meV / A
2026-09-02 23:37:27.441 INFO: Epoch 184: head: Default, loss=0.00370275, RMSE_E_per_atom=    1.85 meV, RMSE_F=   20.18 meV / A
2026-09-02 23:37:30.245 INFO: Epoch 185: head: Default, loss=0.00365537, RMSE_E_per_atom=    1.03 meV, RMSE_F=   20.05 meV / A
2026-09-02 23:37:33.046 INFO: Epoch 186: head: Default, loss=0.00362220, RMSE_E_per_atom=    1.43 meV, RMSE_F=   19.96 meV / A
2026-09-02 23:37:35.834 INFO: Epoch 187: head: Default, loss=0.00357180, RMSE_E_per_atom=    1.29 meV, RMSE_F=   19.82 meV / A
2026-09-02 23:37:38.623 INFO: Epoch 188: head: Default, loss=0.00354677, RMSE_E_per_atom=    2.26 meV, RMSE_F=   19.75 meV / A
2026-09-02 23:37:41.422 INFO: Epoch 189: head: Default, loss=0.00355660, RMSE_E_per_atom=    2.29 meV, RMSE_F=   19.78 meV / A
2026-09-02 23:37:44.190 INFO: Epoch 190: head: Default, loss=0.00351894, RMSE_E_per_atom=    2.98 meV, RMSE_F=   19.67 meV / A
2026-09-02 23:37:46.977 INFO: Epoch 191: head: Default, loss=0.00355632, RMSE_E_per_atom=    2.79 meV, RMSE_F=   19.78 meV / A
2026-09-02 23:37:49.745 INFO: Epoch 192: head: Default, loss=0.00357628, RMSE_E_per_atom=    1.35 meV, RMSE_F=   19.83 meV / A
2026-09-02 23:37:52.511 INFO: Epoch 193: head: Default, loss=0.00355908, RMSE_E_per_atom=    1.72 meV, RMSE_F=   19.79 meV / A
2026-09-02 23:37:55.287 INFO: Epoch 194: head: Default, loss=0.00352076, RMSE_E_per_atom=    1.04 meV, RMSE_F=   19.68 meV / A
2026-09-02 23:37:58.057 INFO: Epoch 195: head: Default, loss=0.00346473, RMSE_E_per_atom=    1.02 meV, RMSE_F=   19.52 meV / A
2026-09-02 23:38:00.850 INFO: Epoch 196: head: Default, loss=0.00344670, RMSE_E_per_atom=    1.11 meV, RMSE_F=   19.47 meV / A
2026-09-02 23:38:03.642 INFO: Epoch 197: head: Default, loss=0.00343194, RMSE_E_per_atom=    1.69 meV, RMSE_F=   19.43 meV / A
2026-09-02 23:38:06.448 INFO: Epoch 198: head: Default, loss=0.00342136, RMSE_E_per_atom=    1.40 meV, RMSE_F=   19.40 meV / A
2026-09-02 23:38:09.244 INFO: Epoch 199: head: Default, loss=0.00341123, RMSE_E_per_atom=    1.07 meV, RMSE_F=   19.37 meV / A
2026-09-02 23:38:12.040 INFO: Epoch 200: head: Default, loss=0.00338110, RMSE_E_per_atom=    1.14 meV, RMSE_F=   19.28 meV / A
2026-09-02 23:38:14.838 INFO: Epoch 201: head: Default, loss=0.00337003, RMSE_E_per_atom=    1.82 meV, RMSE_F=   19.25 meV / A
2026-09-02 23:38:17.641 INFO: Epoch 202: head: Default, loss=0.00340305, RMSE_E_per_atom=    2.09 meV, RMSE_F=   19.35 meV / A
2026-09-02 23:38:20.423 INFO: Epoch 203: head: Default, loss=0.00342887, RMSE_E_per_atom=    1.72 meV, RMSE_F=   19.42 meV / A
2026-09-02 23:38:23.200 INFO: Epoch 204: head: Default, loss=0.00337976, RMSE_E_per_atom=    1.59 meV, RMSE_F=   19.28 meV / A
2026-09-02 23:38:25.970 INFO: Epoch 205: head: Default, loss=0.00335688, RMSE_E_per_atom=    1.71 meV, RMSE_F=   19.22 meV / A
2026-09-02 23:38:28.762 INFO: Epoch 206: head: Default, loss=0.00328911, RMSE_E_per_atom=    1.07 meV, RMSE_F=   19.02 meV / A
2026-09-02 23:38:31.566 INFO: Epoch 207: head: Default, loss=0.00323304, RMSE_E_per_atom=    1.47 meV, RMSE_F=   18.86 meV / A
2026-09-02 23:38:34.369 INFO: Epoch 208: head: Default, loss=0.00322687, RMSE_E_per_atom=    1.51 meV, RMSE_F=   18.84 meV / A
2026-09-02 23:38:37.168 INFO: Epoch 209: head: Default, loss=0.00320562, RMSE_E_per_atom=    1.31 meV, RMSE_F=   18.78 meV / A
2026-09-02 23:38:39.970 INFO: Epoch 210: head: Default, loss=0.00321598, RMSE_E_per_atom=    1.03 meV, RMSE_F=   18.81 meV / A
2026-09-02 23:38:42.748 INFO: Epoch 211: head: Default, loss=0.00318072, RMSE_E_per_atom=    1.41 meV, RMSE_F=   18.70 meV / A
2026-09-02 23:38:45.554 INFO: Epoch 212: head: Default, loss=0.00317177, RMSE_E_per_atom=    1.74 meV, RMSE_F=   18.68 meV / A
2026-09-02 23:38:48.354 INFO: Epoch 213: head: Default, loss=0.00313821, RMSE_E_per_atom=    1.00 meV, RMSE_F=   18.58 meV / A
2026-09-02 23:38:51.153 INFO: Epoch 214: head: Default, loss=0.00316439, RMSE_E_per_atom=    2.43 meV, RMSE_F=   18.66 meV / A
2026-09-02 23:38:53.931 INFO: Epoch 215: head: Default, loss=0.00314347, RMSE_E_per_atom=    1.80 meV, RMSE_F=   18.59 meV / A
2026-09-02 23:38:56.718 INFO: Epoch 216: head: Default, loss=0.00310535, RMSE_E_per_atom=    1.09 meV, RMSE_F=   18.48 meV / A
2026-09-02 23:38:59.530 INFO: Epoch 217: head: Default, loss=0.00310108, RMSE_E_per_atom=    0.90 meV, RMSE_F=   18.47 meV / A
2026-09-02 23:39:02.330 INFO: Epoch 218: head: Default, loss=0.00317421, RMSE_E_per_atom=    1.56 meV, RMSE_F=   18.69 meV / A
2026-09-02 23:39:05.114 INFO: Epoch 219: head: Default, loss=0.00327218, RMSE_E_per_atom=    2.03 meV, RMSE_F=   18.97 meV / A
2026-09-02 23:39:07.899 INFO: Epoch 220: head: Default, loss=0.00340812, RMSE_E_per_atom=    2.22 meV, RMSE_F=   19.36 meV / A
2026-09-02 23:39:10.685 INFO: Epoch 221: head: Default, loss=0.00339505, RMSE_E_per_atom=    2.19 meV, RMSE_F=   19.32 meV / A
2026-09-02 23:39:13.471 INFO: Epoch 222: head: Default, loss=0.00327853, RMSE_E_per_atom=    1.14 meV, RMSE_F=   18.99 meV / A
2026-09-02 23:39:16.255 INFO: Epoch 223: head: Default, loss=0.00314286, RMSE_E_per_atom=    1.24 meV, RMSE_F=   18.59 meV / A
2026-09-02 23:39:19.042 INFO: Epoch 224: head: Default, loss=0.00314110, RMSE_E_per_atom=    1.53 meV, RMSE_F=   18.59 meV / A
2026-09-02 23:39:21.833 INFO: Epoch 225: head: Default, loss=0.00311300, RMSE_E_per_atom=    0.98 meV, RMSE_F=   18.50 meV / A
2026-09-02 23:39:24.617 INFO: Epoch 226: head: Default, loss=0.00309981, RMSE_E_per_atom=    1.33 meV, RMSE_F=   18.47 meV / A
2026-09-02 23:39:27.424 INFO: Epoch 227: head: Default, loss=0.00312162, RMSE_E_per_atom=    1.35 meV, RMSE_F=   18.53 meV / A
2026-09-02 23:39:30.215 INFO: Epoch 228: head: Default, loss=0.00309331, RMSE_E_per_atom=    1.44 meV, RMSE_F=   18.45 meV / A
2026-09-02 23:39:33.027 INFO: Epoch 229: head: Default, loss=0.00308621, RMSE_E_per_atom=    1.13 meV, RMSE_F=   18.42 meV / A
2026-09-02 23:39:35.836 INFO: Epoch 230: head: Default, loss=0.00313854, RMSE_E_per_atom=    4.25 meV, RMSE_F=   18.58 meV / A
2026-09-02 23:39:38.614 INFO: Epoch 231: head: Default, loss=0.00316832, RMSE_E_per_atom=    5.72 meV, RMSE_F=   18.66 meV / A
2026-09-02 23:39:41.404 INFO: Epoch 232: head: Default, loss=0.00329089, RMSE_E_per_atom=    1.20 meV, RMSE_F=   19.03 meV / A
2026-09-02 23:39:44.277 INFO: Epoch 233: head: Default, loss=0.00330954, RMSE_E_per_atom=    1.36 meV, RMSE_F=   19.08 meV / A
2026-09-02 23:39:47.151 INFO: Epoch 234: head: Default, loss=0.00324156, RMSE_E_per_atom=    2.16 meV, RMSE_F=   18.88 meV / A
2026-09-02 23:39:50.021 INFO: Epoch 235: head: Default, loss=0.00320801, RMSE_E_per_atom=    2.02 meV, RMSE_F=   18.78 meV / A
2026-09-02 23:39:52.889 INFO: Epoch 236: head: Default, loss=0.00322402, RMSE_E_per_atom=    1.51 meV, RMSE_F=   18.83 meV / A
2026-09-02 23:39:55.685 INFO: Epoch 237: head: Default, loss=0.00315583, RMSE_E_per_atom=    1.21 meV, RMSE_F=   18.63 meV / A
2026-09-02 23:39:58.480 INFO: Epoch 238: head: Default, loss=0.00316927, RMSE_E_per_atom=    2.00 meV, RMSE_F=   18.67 meV / A
2026-09-02 23:40:01.275 INFO: Epoch 239: head: Default, loss=0.00306815, RMSE_E_per_atom=    1.45 meV, RMSE_F=   18.37 meV / A
2026-09-02 23:40:04.080 INFO: Epoch 240: head: Default, loss=0.00303206, RMSE_E_per_atom=    1.31 meV, RMSE_F=   18.26 meV / A
2026-09-02 23:40:06.860 INFO: Epoch 241: head: Default, loss=0.00299459, RMSE_E_per_atom=    1.30 meV, RMSE_F=   18.15 meV / A
2026-09-02 23:40:09.672 INFO: Epoch 242: head: Default, loss=0.00298054, RMSE_E_per_atom=    2.01 meV, RMSE_F=   18.11 meV / A
2026-09-02 23:40:12.482 INFO: Epoch 243: head: Default, loss=0.00295829, RMSE_E_per_atom=    0.94 meV, RMSE_F=   18.04 meV / A
2026-09-02 23:40:15.292 INFO: Epoch 244: head: Default, loss=0.00295558, RMSE_E_per_atom=    1.59 meV, RMSE_F=   18.03 meV / A
2026-09-02 23:40:18.099 INFO: Epoch 245: head: Default, loss=0.00299431, RMSE_E_per_atom=    3.37 meV, RMSE_F=   18.15 meV / A
2026-09-02 23:40:20.887 INFO: Epoch 246: head: Default, loss=0.00298462, RMSE_E_per_atom=    2.01 meV, RMSE_F=   18.12 meV / A
2026-09-02 23:40:23.679 INFO: Epoch 247: head: Default, loss=0.00298426, RMSE_E_per_atom=    1.93 meV, RMSE_F=   18.12 meV / A
2026-09-02 23:40:26.466 INFO: Epoch 248: head: Default, loss=0.00297034, RMSE_E_per_atom=    2.00 meV, RMSE_F=   18.07 meV / A
2026-09-02 23:40:29.249 INFO: Epoch 249: head: Default, loss=0.00292141, RMSE_E_per_atom=    1.17 meV, RMSE_F=   17.93 meV / A
2026-09-02 23:40:32.057 INFO: Epoch 250: head: Default, loss=0.00304796, RMSE_E_per_atom=    1.08 meV, RMSE_F=   18.31 meV / A
2026-09-02 23:40:34.844 INFO: Epoch 251: head: Default, loss=0.00296372, RMSE_E_per_atom=    1.43 meV, RMSE_F=   18.06 meV / A
2026-09-02 23:40:37.628 INFO: Epoch 252: head: Default, loss=0.00289773, RMSE_E_per_atom=    1.02 meV, RMSE_F=   17.85 meV / A
