2026-09-02 23:28:30.633 INFO: ===========VERIFYING SETTINGS===========
2026-09-02 23:28:30.634 INFO: Stage Two is activated as start_stage_two was defined
2026-09-02 23:28:30.634 WARNING: start_stage_two must be less than max_num_epochs, got 501 > 500
2026-09-02 23:28:30.634 WARNING: Stage Two will not start, as start_stage_two > max_num_epochs
2026-09-02 23:28:30.634 INFO: MACE version: 0.3.16
2026-09-02 23:28:30.710 INFO: CUDA version: 12.6, CUDA device: 0
2026-09-02 23:28:30.761 INFO: ===========LOADING INPUT DATA===========
2026-09-02 23:28:30.761 INFO: Using heads: ['Default']
2026-09-02 23:28:30.761 INFO: Using the key specifications to parse data:
2026-09-02 23:28:30.761 INFO: Default: KeySpecification(info_keys={'energy': 'TotEnergy', 'stress': 'REF_stress', 'virials': 'REF_virials', 'dipole': 'dipole', 'head': 'head', 'elec_temp': 'elec_temp', 'total_charge': 'total_charge', 'polarizability': 'polarizability', 'total_spin': 'total_spin'}, arrays_keys={'forces': 'force', 'charges': 'REF_charges'})
2026-09-02 23:28:30.761 INFO: =============    Processing head Default     ===========
2026-09-02 23:28:30.894 INFO: Training set 1/1 [energy: 206, stress: 0, virials: 0, dipole components: 0, head: 206, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 206, charges: 0]
2026-09-02 23:28:30.895 INFO: Total Training set [energy: 206, stress: 0, virials: 0, dipole components: 0, head: 206, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 206, charges: 0]
2026-09-02 23:28:30.916 INFO: Validation set 1/1 [energy: 11, stress: 0, virials: 0, dipole components: 0, head: 11, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 11, charges: 0]
2026-09-02 23:28:30.916 INFO: Total Validation set [energy: 11, stress: 0, virials: 0, dipole components: 0, head: 11, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 11, charges: 0]
2026-09-02 23:28:30.916 INFO: Total number of configurations: train=206, valid=11, tests=[],
2026-09-02 23:28:30.916 INFO: Using atomic numbers from command line argument
2026-09-02 23:28:30.916 INFO: Atomic Numbers used: [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 26, 29, 30, 35, 53]
2026-09-02 23:28:30.917 INFO: Isolated Atomic Energies (E0s) not in training file, using command line argument
2026-09-02 23:28:30.917 INFO: Atomic Energies used (z: eV) for head Default: {1: -13.44479871561175, 2: -78.82026497397555, 3: -203.32889490923526, 4: -398.9476678874043, 5: -670.7505467717353, 6: -1029.852812546429, 7: -1485.5394904484108, 8: -2042.975987335815, 9: -2714.2417581011205, 10: -3508.7436184608446, 11: -4415.242408190776, 12: -5443.898798172279, 13: -6594.619151072571, 14: -7873.684872727564, 15: -9285.660884444838, 16: -10832.622086200296, 17: -12520.671203385575, 18: -14354.28030489181, 19: -16323.546294804388, 20: -18436.482948520596, 26: -34384.00563450578, 29: -44637.392129868334, 30: -48417.153705836645, 35: -70041.25095534947, 53: -8099.879137037657}
2026-09-02 23:28:30.917 INFO: Processing datasets for head 'Default'
2026-09-02 23:28:31.087 INFO: Combining 1 list datasets for head 'Default'
2026-09-02 23:28:31.097 INFO: Combining 1 list datasets for head 'Default_valid'
2026-09-02 23:28:31.097 INFO: Combined validation datasets for Default
2026-09-02 23:28:31.097 INFO: Head 'Default' training dataset size: 206
2026-09-02 23:28:31.098 INFO: Computing average number of neighbors
2026-09-02 23:28:31.391 INFO: Average number of neighbors: 21.397192001342773
2026-09-02 23:28:31.391 INFO: During training the following quantities will be reported: energy, forces
2026-09-02 23:28:31.391 INFO: ===========MODEL DETAILS===========
2026-09-02 23:28:31.579 INFO: Building model
2026-09-02 23:28:31.580 INFO: Message passing with 32 channels and max_L=0 (32x0e)
2026-09-02 23:28:31.580 INFO: 2 layers, each with correlation order: 3 (body order: 4) and spherical harmonics up to: l=3
2026-09-02 23:28:31.580 INFO: 8 radial and 5 basis functions
2026-09-02 23:28:31.580 INFO: Radial cutoff: 5.0 A (total receptive field for each atom: 10.0 A)
2026-09-02 23:28:31.580 INFO: Distance transform for radial basis functions: None
2026-09-02 23:28:31.580 INFO: Hidden irreps: 32x0e
2026-09-02 23:28:32.582 INFO: ===========OPTIMIZER INFORMATION===========
2026-09-02 23:28:32.583 INFO: Using ADAM as parameter optimizer
2026-09-02 23:28:32.583 INFO: Batch size: 4
2026-09-02 23:28:32.583 INFO: Using Exponential Moving Average with decay: 0.99
2026-09-02 23:28:32.583 INFO: Number of gradient updates: 25750
2026-09-02 23:28:32.583 INFO: Learning rate: 0.01, weight decay: 1e-06
2026-09-02 23:28:32.583 INFO: WeightedEnergyForcesLoss(energy_weight=1.000, forces_weight=100.000)
2026-09-02 23:28:32.583 INFO: === Layer's learning rates ===
2026-09-02 23:28:32.584 INFO: Param group 0: lr = 0.01
2026-09-02 23:28:32.584 INFO: Param group 1: lr = 0.01
2026-09-02 23:28:32.584 INFO: Param group 2: lr = 0.01
2026-09-02 23:28:32.584 INFO: Param group 3: lr = 0.01
2026-09-02 23:28:32.584 INFO: Param group 4: lr = 0.01
2026-09-02 23:28:32.585 INFO: Using gradient clipping with tolerance=10.000
2026-09-02 23:28:32.585 INFO: 
2026-09-02 23:28:32.585 INFO: ===========TRAINING===========
2026-09-02 23:28:32.585 INFO: Started training, reporting errors on validation set
2026-09-02 23:28:32.585 INFO: Loss metrics on validation set
2026-09-02 23:28:33.655 INFO: Initial: head: Default, loss=2.58477521, RMSE_E_per_atom= 5004.50 meV, RMSE_F=  184.05 meV / A
2026-09-02 23:33:38.902 INFO: Epoch 108: head: Default, loss=0.00714742, RMSE_E_per_atom=    2.61 meV, RMSE_F=   28.04 meV / A
2026-09-02 23:33:41.630 INFO: Epoch 109: head: Default, loss=0.00713061, RMSE_E_per_atom=    1.19 meV, RMSE_F=   28.01 meV / A
2026-09-02 23:33:44.372 INFO: Epoch 110: head: Default, loss=0.00725586, RMSE_E_per_atom=    2.35 meV, RMSE_F=   28.25 meV / A
2026-09-02 23:33:47.102 INFO: Epoch 111: head: Default, loss=0.00737370, RMSE_E_per_atom=    1.50 meV, RMSE_F=   28.48 meV / A
2026-09-02 23:33:49.824 INFO: Epoch 112: head: Default, loss=0.00715593, RMSE_E_per_atom=    2.57 meV, RMSE_F=   28.06 meV / A
2026-09-02 23:33:52.546 INFO: Epoch 113: head: Default, loss=0.00704257, RMSE_E_per_atom=    2.14 meV, RMSE_F=   27.83 meV / A
2026-09-02 23:33:55.303 INFO: Epoch 114: head: Default, loss=0.00687660, RMSE_E_per_atom=    1.42 meV, RMSE_F=   27.50 meV / A
2026-09-02 23:33:58.052 INFO: Epoch 115: head: Default, loss=0.00671450, RMSE_E_per_atom=    1.76 meV, RMSE_F=   27.18 meV / A
2026-09-02 23:34:00.789 INFO: Epoch 116: head: Default, loss=0.00661246, RMSE_E_per_atom=    2.30 meV, RMSE_F=   26.97 meV / A
2026-09-02 23:34:03.530 INFO: Epoch 117: head: Default, loss=0.00639848, RMSE_E_per_atom=    1.09 meV, RMSE_F=   26.53 meV / A
2026-09-02 23:34:06.276 INFO: Epoch 118: head: Default, loss=0.00628019, RMSE_E_per_atom=    1.84 meV, RMSE_F=   26.28 meV / A
2026-09-02 23:34:09.009 INFO: Epoch 119: head: Default, loss=0.00624100, RMSE_E_per_atom=    3.65 meV, RMSE_F=   26.20 meV / A
2026-09-02 23:34:11.752 INFO: Epoch 120: head: Default, loss=0.00624339, RMSE_E_per_atom=    1.20 meV, RMSE_F=   26.21 meV / A
2026-09-02 23:34:14.475 INFO: Epoch 121: head: Default, loss=0.00631915, RMSE_E_per_atom=    1.36 meV, RMSE_F=   26.36 meV / A
2026-09-02 23:34:17.190 INFO: Epoch 122: head: Default, loss=0.00621299, RMSE_E_per_atom=    1.36 meV, RMSE_F=   26.14 meV / A
2026-09-02 23:34:19.932 INFO: Epoch 123: head: Default, loss=0.00616464, RMSE_E_per_atom=    2.02 meV, RMSE_F=   26.04 meV / A
2026-09-02 23:34:22.678 INFO: Epoch 124: head: Default, loss=0.00605709, RMSE_E_per_atom=    0.98 meV, RMSE_F=   25.81 meV / A
2026-09-02 23:34:25.424 INFO: Epoch 125: head: Default, loss=0.00600960, RMSE_E_per_atom=    2.83 meV, RMSE_F=   25.71 meV / A
2026-09-02 23:34:28.164 INFO: Epoch 126: head: Default, loss=0.00636731, RMSE_E_per_atom=    5.39 meV, RMSE_F=   26.46 meV / A
2026-09-02 23:34:30.885 INFO: Epoch 127: head: Default, loss=0.00655530, RMSE_E_per_atom=    4.66 meV, RMSE_F=   26.85 meV / A
2026-09-02 23:34:33.606 INFO: Epoch 128: head: Default, loss=0.00667447, RMSE_E_per_atom=    2.00 meV, RMSE_F=   27.10 meV / A
2026-09-02 23:34:36.321 INFO: Epoch 129: head: Default, loss=0.00647902, RMSE_E_per_atom=    3.33 meV, RMSE_F=   26.69 meV / A
2026-09-02 23:34:39.047 INFO: Epoch 130: head: Default, loss=0.00651776, RMSE_E_per_atom=    3.76 meV, RMSE_F=   26.77 meV / A
2026-09-02 23:34:41.767 INFO: Epoch 131: head: Default, loss=0.00637752, RMSE_E_per_atom=    1.26 meV, RMSE_F=   26.49 meV / A
2026-09-02 23:34:44.487 INFO: Epoch 132: head: Default, loss=0.00626195, RMSE_E_per_atom=    2.22 meV, RMSE_F=   26.24 meV / A
2026-09-02 23:34:47.196 INFO: Epoch 133: head: Default, loss=0.00610100, RMSE_E_per_atom=    3.81 meV, RMSE_F=   25.90 meV / A
2026-09-02 23:34:49.909 INFO: Epoch 134: head: Default, loss=0.00609048, RMSE_E_per_atom=    2.51 meV, RMSE_F=   25.88 meV / A
2026-09-02 23:34:52.651 INFO: Epoch 135: head: Default, loss=0.00603549, RMSE_E_per_atom=    2.90 meV, RMSE_F=   25.76 meV / A
2026-09-02 23:34:55.367 INFO: Epoch 136: head: Default, loss=0.00593771, RMSE_E_per_atom=    3.88 meV, RMSE_F=   25.55 meV / A
2026-09-02 23:34:58.112 INFO: Epoch 137: head: Default, loss=0.00586693, RMSE_E_per_atom=    1.31 meV, RMSE_F=   25.40 meV / A
2026-09-02 23:35:00.855 INFO: Epoch 138: head: Default, loss=0.00581416, RMSE_E_per_atom=    1.16 meV, RMSE_F=   25.29 meV / A
2026-09-02 23:35:03.598 INFO: Epoch 139: head: Default, loss=0.00565720, RMSE_E_per_atom=    1.58 meV, RMSE_F=   24.95 meV / A
2026-09-02 23:35:06.317 INFO: Epoch 140: head: Default, loss=0.00571325, RMSE_E_per_atom=    1.90 meV, RMSE_F=   25.07 meV / A
2026-09-02 23:35:09.036 INFO: Epoch 141: head: Default, loss=0.00566482, RMSE_E_per_atom=    2.08 meV, RMSE_F=   24.96 meV / A
2026-09-02 23:35:11.748 INFO: Epoch 142: head: Default, loss=0.00554367, RMSE_E_per_atom=    1.41 meV, RMSE_F=   24.69 meV / A
2026-09-02 23:35:14.490 INFO: Epoch 143: head: Default, loss=0.00544896, RMSE_E_per_atom=    1.00 meV, RMSE_F=   24.48 meV / A
2026-09-02 23:35:17.224 INFO: Epoch 144: head: Default, loss=0.00537267, RMSE_E_per_atom=    1.96 meV, RMSE_F=   24.31 meV / A
2026-09-02 23:35:19.967 INFO: Epoch 145: head: Default, loss=0.00536259, RMSE_E_per_atom=    1.96 meV, RMSE_F=   24.29 meV / A
2026-09-02 23:35:22.710 INFO: Epoch 146: head: Default, loss=0.00534506, RMSE_E_per_atom=    1.84 meV, RMSE_F=   24.25 meV / A
2026-09-02 23:35:25.447 INFO: Epoch 147: head: Default, loss=0.00531472, RMSE_E_per_atom=    1.01 meV, RMSE_F=   24.18 meV / A
2026-09-02 23:35:28.189 INFO: Epoch 148: head: Default, loss=0.00530397, RMSE_E_per_atom=    1.01 meV, RMSE_F=   24.15 meV / A
2026-09-02 23:35:30.933 INFO: Epoch 149: head: Default, loss=0.00521895, RMSE_E_per_atom=    1.72 meV, RMSE_F=   23.96 meV / A
2026-09-02 23:35:33.681 INFO: Epoch 150: head: Default, loss=0.00515414, RMSE_E_per_atom=    2.11 meV, RMSE_F=   23.81 meV / A
2026-09-02 23:35:36.426 INFO: Epoch 151: head: Default, loss=0.00511422, RMSE_E_per_atom=    1.38 meV, RMSE_F=   23.72 meV / A
2026-09-02 23:35:39.170 INFO: Epoch 152: head: Default, loss=0.00508328, RMSE_E_per_atom=    1.31 meV, RMSE_F=   23.65 meV / A
2026-09-02 23:35:41.916 INFO: Epoch 153: head: Default, loss=0.00502706, RMSE_E_per_atom=    1.30 meV, RMSE_F=   23.52 meV / A
2026-09-02 23:35:44.665 INFO: Epoch 154: head: Default, loss=0.00501918, RMSE_E_per_atom=    1.99 meV, RMSE_F=   23.50 meV / A
2026-09-02 23:35:47.412 INFO: Epoch 155: head: Default, loss=0.00504495, RMSE_E_per_atom=    1.62 meV, RMSE_F=   23.56 meV / A
2026-09-02 23:35:50.139 INFO: Epoch 156: head: Default, loss=0.00502857, RMSE_E_per_atom=    2.00 meV, RMSE_F=   23.52 meV / A
2026-09-02 23:35:52.858 INFO: Epoch 157: head: Default, loss=0.00503566, RMSE_E_per_atom=    2.30 meV, RMSE_F=   23.53 meV / A
2026-09-02 23:35:55.586 INFO: Epoch 158: head: Default, loss=0.00496823, RMSE_E_per_atom=    1.64 meV, RMSE_F=   23.38 meV / A
2026-09-02 23:35:58.329 INFO: Epoch 159: head: Default, loss=0.00487986, RMSE_E_per_atom=    1.74 meV, RMSE_F=   23.17 meV / A
2026-09-02 23:36:01.073 INFO: Epoch 160: head: Default, loss=0.00486786, RMSE_E_per_atom=    1.11 meV, RMSE_F=   23.14 meV / A
2026-09-02 23:36:03.821 INFO: Epoch 161: head: Default, loss=0.00484038, RMSE_E_per_atom=    1.41 meV, RMSE_F=   23.07 meV / A
2026-09-02 23:36:06.559 INFO: Epoch 162: head: Default, loss=0.00476298, RMSE_E_per_atom=    1.10 meV, RMSE_F=   22.89 meV / A
2026-09-02 23:36:09.303 INFO: Epoch 163: head: Default, loss=0.00474285, RMSE_E_per_atom=    1.67 meV, RMSE_F=   22.84 meV / A
2026-09-02 23:36:12.053 INFO: Epoch 164: head: Default, loss=0.00466845, RMSE_E_per_atom=    1.23 meV, RMSE_F=   22.66 meV / A
2026-09-02 23:36:14.807 INFO: Epoch 165: head: Default, loss=0.00464445, RMSE_E_per_atom=    1.01 meV, RMSE_F=   22.60 meV / A
2026-09-02 23:36:17.558 INFO: Epoch 166: head: Default, loss=0.00464245, RMSE_E_per_atom=    1.18 meV, RMSE_F=   22.60 meV / A
2026-09-02 23:36:20.309 INFO: Epoch 167: head: Default, loss=0.00458429, RMSE_E_per_atom=    1.13 meV, RMSE_F=   22.46 meV / A
2026-09-02 23:36:23.061 INFO: Epoch 168: head: Default, loss=0.00457733, RMSE_E_per_atom=    1.04 meV, RMSE_F=   22.44 meV / A
2026-09-02 23:36:25.808 INFO: Epoch 169: head: Default, loss=0.00456829, RMSE_E_per_atom=    0.87 meV, RMSE_F=   22.42 meV / A
2026-09-02 23:36:28.563 INFO: Epoch 170: head: Default, loss=0.00460065, RMSE_E_per_atom=    2.64 meV, RMSE_F=   22.49 meV / A
2026-09-02 23:36:31.300 INFO: Epoch 171: head: Default, loss=0.00457189, RMSE_E_per_atom=    1.81 meV, RMSE_F=   22.42 meV / A
2026-09-02 23:36:34.032 INFO: Epoch 172: head: Default, loss=0.00450623, RMSE_E_per_atom=    1.85 meV, RMSE_F=   22.26 meV / A
2026-09-02 23:36:36.784 INFO: Epoch 173: head: Default, loss=0.00449327, RMSE_E_per_atom=    1.16 meV, RMSE_F=   22.23 meV / A
2026-09-02 23:36:39.541 INFO: Epoch 174: head: Default, loss=0.00447484, RMSE_E_per_atom=    1.28 meV, RMSE_F=   22.19 meV / A
2026-09-02 23:36:42.300 INFO: Epoch 175: head: Default, loss=0.00442861, RMSE_E_per_atom=    1.21 meV, RMSE_F=   22.07 meV / A
2026-09-02 23:36:45.050 INFO: Epoch 176: head: Default, loss=0.00441067, RMSE_E_per_atom=    0.89 meV, RMSE_F=   22.03 meV / A
2026-09-02 23:36:47.805 INFO: Epoch 177: head: Default, loss=0.00435421, RMSE_E_per_atom=    1.15 meV, RMSE_F=   21.88 meV / A
2026-09-02 23:36:50.560 INFO: Epoch 178: head: Default, loss=0.00437662, RMSE_E_per_atom=    1.15 meV, RMSE_F=   21.94 meV / A
2026-09-02 23:36:53.292 INFO: Epoch 179: head: Default, loss=0.00453871, RMSE_E_per_atom=    0.99 meV, RMSE_F=   22.34 meV / A
2026-09-02 23:36:56.022 INFO: Epoch 180: head: Default, loss=0.00471029, RMSE_E_per_atom=    1.10 meV, RMSE_F=   22.76 meV / A
2026-09-02 23:36:58.756 INFO: Epoch 181: head: Default, loss=0.00471034, RMSE_E_per_atom=    1.15 meV, RMSE_F=   22.76 meV / A
2026-09-02 23:37:01.486 INFO: Epoch 182: head: Default, loss=0.00459631, RMSE_E_per_atom=    1.29 meV, RMSE_F=   22.49 meV / A
2026-09-02 23:37:04.212 INFO: Epoch 183: head: Default, loss=0.00458462, RMSE_E_per_atom=    1.01 meV, RMSE_F=   22.46 meV / A
2026-09-02 23:37:06.945 INFO: Epoch 184: head: Default, loss=0.00453398, RMSE_E_per_atom=    1.35 meV, RMSE_F=   22.33 meV / A
2026-09-02 23:37:09.669 INFO: Epoch 185: head: Default, loss=0.00446324, RMSE_E_per_atom=    1.79 meV, RMSE_F=   22.16 meV / A
2026-09-02 23:37:12.395 INFO: Epoch 186: head: Default, loss=0.00445595, RMSE_E_per_atom=    4.12 meV, RMSE_F=   22.14 meV / A
2026-09-02 23:37:15.125 INFO: Epoch 187: head: Default, loss=0.00441975, RMSE_E_per_atom=    1.66 meV, RMSE_F=   22.05 meV / A
2026-09-02 23:37:17.929 INFO: Epoch 188: head: Default, loss=0.00438232, RMSE_E_per_atom=    1.94 meV, RMSE_F=   21.95 meV / A
2026-09-02 23:37:20.745 INFO: Epoch 189: head: Default, loss=0.00427132, RMSE_E_per_atom=    1.07 meV, RMSE_F=   21.68 meV / A
2026-09-02 23:37:23.585 INFO: Epoch 190: head: Default, loss=0.00422212, RMSE_E_per_atom=    1.76 meV, RMSE_F=   21.55 meV / A
2026-09-02 23:37:26.444 INFO: Epoch 191: head: Default, loss=0.00421039, RMSE_E_per_atom=    0.93 meV, RMSE_F=   21.52 meV / A
2026-09-02 23:37:29.297 INFO: Epoch 192: head: Default, loss=0.00417378, RMSE_E_per_atom=    1.03 meV, RMSE_F=   21.43 meV / A
2026-09-02 23:37:32.118 INFO: Epoch 193: head: Default, loss=0.00413364, RMSE_E_per_atom=    0.98 meV, RMSE_F=   21.32 meV / A
2026-09-02 23:37:34.836 INFO: Epoch 194: head: Default, loss=0.00408011, RMSE_E_per_atom=    1.10 meV, RMSE_F=   21.18 meV / A
2026-09-02 23:37:37.550 INFO: Epoch 195: head: Default, loss=0.00405087, RMSE_E_per_atom=    1.59 meV, RMSE_F=   21.11 meV / A
2026-09-02 23:37:40.260 INFO: Epoch 196: head: Default, loss=0.00405233, RMSE_E_per_atom=    1.32 meV, RMSE_F=   21.11 meV / A
2026-09-02 23:37:42.953 INFO: Epoch 197: head: Default, loss=0.00402921, RMSE_E_per_atom=    1.37 meV, RMSE_F=   21.05 meV / A
2026-09-02 23:37:45.663 INFO: Epoch 198: head: Default, loss=0.00402727, RMSE_E_per_atom=    1.93 meV, RMSE_F=   21.05 meV / A
2026-09-02 23:37:48.370 INFO: Epoch 199: head: Default, loss=0.00408426, RMSE_E_per_atom=    3.83 meV, RMSE_F=   21.19 meV / A
2026-09-02 23:37:51.055 INFO: Epoch 200: head: Default, loss=0.00408244, RMSE_E_per_atom=    1.48 meV, RMSE_F=   21.19 meV / A
2026-09-02 23:37:53.730 INFO: Epoch 201: head: Default, loss=0.00405152, RMSE_E_per_atom=    0.92 meV, RMSE_F=   21.11 meV / A
2026-09-02 23:37:56.413 INFO: Epoch 202: head: Default, loss=0.00398522, RMSE_E_per_atom=    0.91 meV, RMSE_F=   20.94 meV / A
2026-09-02 23:37:59.127 INFO: Epoch 203: head: Default, loss=0.00398239, RMSE_E_per_atom=    1.63 meV, RMSE_F=   20.93 meV / A
2026-09-02 23:38:01.848 INFO: Epoch 204: head: Default, loss=0.00394937, RMSE_E_per_atom=    1.90 meV, RMSE_F=   20.84 meV / A
2026-09-02 23:38:04.699 INFO: Epoch 205: head: Default, loss=0.00392645, RMSE_E_per_atom=    0.95 meV, RMSE_F=   20.78 meV / A
2026-09-02 23:38:07.557 INFO: Epoch 206: head: Default, loss=0.00388340, RMSE_E_per_atom=    1.08 meV, RMSE_F=   20.67 meV / A
2026-09-02 23:38:10.410 INFO: Epoch 207: head: Default, loss=0.00394760, RMSE_E_per_atom=    3.97 meV, RMSE_F=   20.83 meV / A
2026-09-02 23:38:13.236 INFO: Epoch 208: head: Default, loss=0.00405120, RMSE_E_per_atom=    4.45 meV, RMSE_F=   21.11 meV / A
2026-09-02 23:38:16.067 INFO: Epoch 209: head: Default, loss=0.00418094, RMSE_E_per_atom=    2.75 meV, RMSE_F=   21.44 meV / A
2026-09-02 23:38:18.903 INFO: Epoch 210: head: Default, loss=0.00418051, RMSE_E_per_atom=    1.40 meV, RMSE_F=   21.44 meV / A
2026-09-02 23:38:21.742 INFO: Epoch 211: head: Default, loss=0.00407053, RMSE_E_per_atom=    1.08 meV, RMSE_F=   21.16 meV / A
2026-09-02 23:38:24.567 INFO: Epoch 212: head: Default, loss=0.00414380, RMSE_E_per_atom=    1.84 meV, RMSE_F=   21.35 meV / A
2026-09-02 23:38:27.392 INFO: Epoch 213: head: Default, loss=0.00406409, RMSE_E_per_atom=    1.65 meV, RMSE_F=   21.14 meV / A
2026-09-02 23:38:30.227 INFO: Epoch 214: head: Default, loss=0.00404207, RMSE_E_per_atom=    0.99 meV, RMSE_F=   21.09 meV / A
2026-09-02 23:38:33.058 INFO: Epoch 215: head: Default, loss=0.00395077, RMSE_E_per_atom=    1.62 meV, RMSE_F=   20.85 meV / A
2026-09-02 23:38:35.896 INFO: Epoch 216: head: Default, loss=0.00391896, RMSE_E_per_atom=    1.21 meV, RMSE_F=   20.76 meV / A
2026-09-02 23:38:38.735 INFO: Epoch 217: head: Default, loss=0.00382883, RMSE_E_per_atom=    0.85 meV, RMSE_F=   20.52 meV / A
2026-09-02 23:38:41.495 INFO: Epoch 218: head: Default, loss=0.00379624, RMSE_E_per_atom=    0.81 meV, RMSE_F=   20.43 meV / A
2026-09-02 23:38:44.220 INFO: Epoch 219: head: Default, loss=0.00377992, RMSE_E_per_atom=    0.87 meV, RMSE_F=   20.39 meV / A
2026-09-02 23:38:46.951 INFO: Epoch 220: head: Default, loss=0.00371666, RMSE_E_per_atom=    0.81 meV, RMSE_F=   20.22 meV / A
2026-09-02 23:38:49.661 INFO: Epoch 221: head: Default, loss=0.00366375, RMSE_E_per_atom=    0.84 meV, RMSE_F=   20.07 meV / A
2026-09-02 23:38:52.381 INFO: Epoch 222: head: Default, loss=0.00366583, RMSE_E_per_atom=    1.39 meV, RMSE_F=   20.08 meV / A
2026-09-02 23:38:55.084 INFO: Epoch 223: head: Default, loss=0.00368784, RMSE_E_per_atom=    1.42 meV, RMSE_F=   20.14 meV / A
2026-09-02 23:38:57.790 INFO: Epoch 224: head: Default, loss=0.00366388, RMSE_E_per_atom=    1.18 meV, RMSE_F=   20.08 meV / A
2026-09-02 23:39:00.490 INFO: Epoch 225: head: Default, loss=0.00366279, RMSE_E_per_atom=    2.13 meV, RMSE_F=   20.07 meV / A
2026-09-02 23:39:03.215 INFO: Epoch 226: head: Default, loss=0.00368129, RMSE_E_per_atom=    1.68 meV, RMSE_F=   20.12 meV / A
2026-09-02 23:39:05.920 INFO: Epoch 227: head: Default, loss=0.00364904, RMSE_E_per_atom=    3.01 meV, RMSE_F=   20.03 meV / A
2026-09-02 23:39:08.643 INFO: Epoch 228: head: Default, loss=0.00373145, RMSE_E_per_atom=    3.27 meV, RMSE_F=   20.26 meV / A
2026-09-02 23:39:11.347 INFO: Epoch 229: head: Default, loss=0.00407054, RMSE_E_per_atom=    7.23 meV, RMSE_F=   21.15 meV / A
2026-09-02 23:39:14.041 INFO: Epoch 230: head: Default, loss=0.00408326, RMSE_E_per_atom=    2.00 meV, RMSE_F=   21.19 meV / A
2026-09-02 23:39:16.742 INFO: Epoch 231: head: Default, loss=0.00394986, RMSE_E_per_atom=    1.23 meV, RMSE_F=   20.84 meV / A
2026-09-02 23:39:19.444 INFO: Epoch 232: head: Default, loss=0.00379609, RMSE_E_per_atom=    1.39 meV, RMSE_F=   20.43 meV / A
2026-09-02 23:39:22.149 INFO: Epoch 233: head: Default, loss=0.00371778, RMSE_E_per_atom=    1.18 meV, RMSE_F=   20.22 meV / A
2026-09-02 23:39:24.853 INFO: Epoch 234: head: Default, loss=0.00370383, RMSE_E_per_atom=    1.31 meV, RMSE_F=   20.18 meV / A
2026-09-02 23:39:27.564 INFO: Epoch 235: head: Default, loss=0.00362841, RMSE_E_per_atom=    0.97 meV, RMSE_F=   19.98 meV / A
2026-09-02 23:39:30.304 INFO: Epoch 236: head: Default, loss=0.00361006, RMSE_E_per_atom=    0.87 meV, RMSE_F=   19.93 meV / A
2026-09-02 23:39:33.038 INFO: Epoch 237: head: Default, loss=0.00356399, RMSE_E_per_atom=    0.84 meV, RMSE_F=   19.80 meV / A
2026-09-02 23:39:35.765 INFO: Epoch 238: head: Default, loss=0.00354324, RMSE_E_per_atom=    0.99 meV, RMSE_F=   19.74 meV / A
2026-09-02 23:39:38.485 INFO: Epoch 239: head: Default, loss=0.00350371, RMSE_E_per_atom=    1.16 meV, RMSE_F=   19.63 meV / A
2026-09-02 23:39:41.218 INFO: Epoch 240: head: Default, loss=0.00345085, RMSE_E_per_atom=    1.20 meV, RMSE_F=   19.48 meV / A
2026-09-02 23:39:43.955 INFO: Epoch 241: head: Default, loss=0.00342412, RMSE_E_per_atom=    1.54 meV, RMSE_F=   19.41 meV / A
2026-09-02 23:39:46.690 INFO: Epoch 242: head: Default, loss=0.00341881, RMSE_E_per_atom=    0.85 meV, RMSE_F=   19.39 meV / A
2026-09-02 23:39:49.419 INFO: Epoch 243: head: Default, loss=0.00347895, RMSE_E_per_atom=    1.71 meV, RMSE_F=   19.56 meV / A
2026-09-02 23:39:52.129 INFO: Epoch 244: head: Default, loss=0.00348088, RMSE_E_per_atom=    2.04 meV, RMSE_F=   19.57 meV / A
2026-09-02 23:39:54.843 INFO: Epoch 245: head: Default, loss=0.00345372, RMSE_E_per_atom=    1.32 meV, RMSE_F=   19.49 meV / A
2026-09-02 23:39:57.553 INFO: Epoch 246: head: Default, loss=0.00346598, RMSE_E_per_atom=    1.55 meV, RMSE_F=   19.53 meV / A
2026-09-02 23:40:00.266 INFO: Epoch 247: head: Default, loss=0.00346290, RMSE_E_per_atom=    1.65 meV, RMSE_F=   19.52 meV / A
2026-09-02 23:40:02.976 INFO: Epoch 248: head: Default, loss=0.00337169, RMSE_E_per_atom=    1.14 meV, RMSE_F=   19.26 meV / A
2026-09-02 23:40:05.688 INFO: Epoch 249: head: Default, loss=0.00335537, RMSE_E_per_atom=    1.57 meV, RMSE_F=   19.21 meV / A
2026-09-02 23:40:08.405 INFO: Epoch 250: head: Default, loss=0.00332772, RMSE_E_per_atom=    1.21 meV, RMSE_F=   19.13 meV / A
2026-09-02 23:40:11.136 INFO: Epoch 251: head: Default, loss=0.00330437, RMSE_E_per_atom=    1.69 meV, RMSE_F=   19.06 meV / A
2026-09-02 23:40:13.868 INFO: Epoch 252: head: Default, loss=0.00331691, RMSE_E_per_atom=    1.11 meV, RMSE_F=   19.10 meV / A
